GlobalFacilityID,MonthYear,Capacity
2461,2025-04-30,1472.03
2461,2025-05-31,1602.49
2461,2025-06-30,1484.54
2461,2025-07-31,1487.12
2461,2025-08-31,1435.19
2461,2025-09-30,1565.25
2461,2025-10-31,1457.68
2464,2024-10-31,219.1
2464,2024-11-30,242.34
2464,2024-12-31,242.21
2464,2025-01-31,235.96
2464,2025-02-28,256.8
2464,2025-03-31,247.56
2464,2025-04-30,234.52
2464,2025-05-31,238.19
2464,2025-06-30,232.8
2464,2025-07-31,218.08
2464,2025-08-31,213.6
2464,2025-09-30,251.23
2464,2025-10-31,216.91
2474,2024-10-31,4569.75
2474,2024-11-30,4082.76
2474,2024-12-31,4240.98
2474,2025-01-31,4725.62
2474,2025-02-28,4143.53
2474,2025-03-31,4068.29
2474,2025-04-30,4091.39
2474,2025-05-31,4583.43
2474,2025-06-30,4654.97
2474,2025-07-31,4361.3
2474,2025-08-31,4789.41
2474,2025-09-30,4539.34
2474,2025-10-31,4822.38
2491,2024-10-31,1836.55
2491,2024-11-30,1761.21
2491,2024-12-31,2011.21
2491,2025-01-31,1875.67
2491,2025-02-28,1995.24
2491,2025-03-31,1753.9
2491,2025-04-30,1911.58
2491,2025-05-31,2000.39
2491,2025-06-30,2014.49
2491,2025-07-31,2061.01
2491,2025-08-31,1819.57
2491,2025-09-30,1753.75
2491,2025-10-31,1773.13
2492,2024-10-31,1461.43
2492,2024-11-30,1562.01
2492,2024-12-31,1405.32
2492,2025-01-31,1376.44
2492,2025-02-28,1516.12
2492,2025-03-31,1593.18
2492,2025-04-30,1376.17
2492,2025-05-31,1410.75
2492,2025-06-30,1382.83
2492,2025-07-31,1536.39
2492,2025-08-31,1523.18
2492,2025-09-30,1406.85
2492,2025-10-31,1424.84
2494,2024-10-31,1243.53
2494,2024-11-30,1194.23
2494,2024-12-31,1245.58
2494,2025-01-31,1224.3
2494,2025-02-28,1177.26
2494,2025-03-31,1226.02
2494,2025-04-30,1326.11
2494,2025-05-31,1125.1
2494,2025-06-30,1131.36
2494,2025-07-31,1236.54
2494,2025-08-31,1159.32
2494,2025-09-30,1345.5
2494,2025-10-31,1173.23
2497,2024-10-31,666.98
2497,2024-11-30,607.12
2497,2024-12-31,655.42
2497,2025-01-31,625.84
2497,2025-02-28,659.44
2497,2025-03-31,597.29
2497,2025-04-30,645.6
2497,2025-05-31,633.36
2497,2025-06-30,655.96
2497,2025-07-31,575.87
2497,2025-08-31,613.64
2497,2025-09-30,699.82
2497,2025-10-31,695.87
2498,2024-10-31,834.75
2498,2024-11-30,960.2
2498,2024-12-31,891.61
2498,2025-01-31,976.85
2498,2025-02-28,857.85
2498,2025-03-31,937.12
2498,2025-04-30,905.82
2498,2025-05-31,833.73
2498,2025-06-30,913.7
2498,2025-07-31,989.92
2498,2025-08-31,959.54
2498,2025-09-30,938.03
2498,2025-10-31,999.65
2512,2024-10-31,5950.38
2512,2024-11-30,6829.11
2512,2024-12-31,6131.6
2512,2025-01-31,5875.96
2512,2025-02-28,5908.62
2512,2025-03-31,5873.33
2512,2025-04-30,5816.73
2512,2025-05-31,6696.95
2512,2025-06-30,5914.89
2512,2025-07-31,6452.37
2512,2025-08-31,5785.14
2512,2025-09-30,6332.86
2512,2025-10-31,6020.16
2513,2024-10-31,2659.27
2513,2024-11-30,2336.06
2513,2024-12-31,2680.36
2513,2025-01-31,2800.22
2513,2025-02-28,2681.65
2513,2025-03-31,2427.59
2513,2025-04-30,2513.22
2513,2025-05-31,2417.11
2513,2025-06-30,2383.59
2513,2025-07-31,2683.3
2513,2025-08-31,2742.89
2513,2025-09-30,2634.43
2513,2025-10-31,2627.54
2515,2024-10-31,2497.61
2515,2024-11-30,2525.25
2515,2024-12-31,2361.39
2515,2025-01-31,2778.39
2515,2025-02-28,2618.12
2515,2025-03-31,2605.23
2515,2025-04-30,2554.56
2515,2025-05-31,2459.98
2515,2025-06-30,2799.71
2515,2025-07-31,2566.49
2515,2025-08-31,2687.15
2515,2025-09-30,2599.21
2515,2025-10-31,2320.48
2518,2024-10-31,2080.47
2518,2024-11-30,2052.17
2518,2024-12-31,2378.73
2518,2025-01-31,2033.59
2518,2025-02-28,2285.93
2518,2025-03-31,2402.85
2518,2025-04-30,2380.55
2518,2025-05-31,2466.33
2518,2025-06-30,2155.31
2518,2025-07-31,2411.49
2518,2025-08-31,2432.67
2518,2025-09-30,2111.4
2518,2025-10-31,2147.41
2528,2024-10-31,1935.46
2528,2024-11-30,1827.13
2528,2024-12-31,1921.1
2528,2025-01-31,1636.15
2528,2025-02-28,1810.16
2528,2025-03-31,1679.46
2528,2025-04-30,1838.8
2528,2025-05-31,1625.03
2528,2025-06-30,1639.55
2528,2025-07-31,1632.82
2528,2025-08-31,1611.7
2528,2025-09-30,1816.57
2528,2025-10-31,1664.97
2534,2024-10-31,3071.93
2534,2024-11-30,2927.56
2534,2024-12-31,2858.09
2534,2025-01-31,3301.8
2534,2025-02-28,2958.04
2534,2025-03-31,3051.13
2534,2025-04-30,2847.14
2534,2025-05-31,3122.5
2534,2025-06-30,2946.7
2534,2025-07-31,2960.83
2534,2025-08-31,3194.28
2534,2025-09-30,2885.73
2534,2025-10-31,3100.37
2536,2024-10-31,3132.93
2536,2024-11-30,3293.75
2536,2024-12-31,2878.29
2536,2025-01-31,3020.78
2536,2025-02-28,3067.78
2536,2025-03-31,2767.01
2536,2025-04-30,3286.46
2536,2025-05-31,2975.42
2536,2025-06-30,3034.7
2536,2025-07-31,3228.39
2536,2025-08-31,3186.87
2536,2025-09-30,3183.1
2536,2025-10-31,3050.92
2541,2024-10-31,2634.48
2541,2024-11-30,2718.33
2541,2024-12-31,2693.4
2541,2025-01-31,2408.33
2541,2025-02-28,2447.43
2541,2025-03-31,2786.43
2541,2025-04-30,2788.91
2541,2025-05-31,2514.04
2541,2025-06-30,2516.26
2541,2025-07-31,2345.31
2541,2025-08-31,2516.76
2541,2025-09-30,2578.75
2541,2025-10-31,2368.4
2557,2024-10-31,1058.65
2557,2024-11-30,1046.67
2557,2024-12-31,1030.97
2557,2025-01-31,1129.43
2557,2025-02-28,947.84
2557,2025-03-31,1139.04
2557,2025-04-30,1073.51
2557,2025-05-31,994.45
2557,2025-06-30,988.75
2557,2025-07-31,998.74
2557,2025-08-31,939.76
2557,2025-09-30,1004.03
2557,2025-10-31,1018.04
2562,2024-10-31,4300.82
2562,2024-11-30,4411.69
2562,2024-12-31,4420.16
2562,2025-01-31,3719.98
2562,2025-02-28,4386.1
2562,2025-03-31,4351.17
2562,2025-04-30,3801.16
2562,2025-05-31,3832.89
2562,2025-06-30,4228.79
2562,2025-07-31,4005.15
2562,2025-08-31,4141.86
2562,2025-09-30,3723.15
2562,2025-10-31,4264.67
2563,2024-10-31,3004.22
2563,2024-11-30,3569.43
2563,2024-12-31,3055.32
2563,2025-01-31,3309.02
2563,2025-02-28,3457.95
2563,2025-03-31,3173.85
2563,2025-04-30,3485.04
2563,2025-05-31,3483.1
2563,2025-06-30,3030.77
2563,2025-07-31,3149.21
2563,2025-08-31,2977.51
2563,2025-09-30,3582.61
2563,2025-10-31,3480.82
2569,2024-10-31,1120.28
2569,2024-11-30,1029.95
2569,2024-12-31,1132.77
2569,2025-01-31,1121.01
2569,2025-02-28,995.38
2569,2025-03-31,998.86
2569,2025-04-30,1137.12
2569,2025-05-31,1134.9
2569,2025-06-30,1001.88
2569,2025-07-31,1058.92
2569,2025-08-31,978.87
2569,2025-09-30,994.0
2569,2025-10-31,1133.04
2572,2024-10-31,2510.09
2572,2024-11-30,2689.81
2572,2024-12-31,2443.69
2572,2025-01-31,2469.62
2572,2025-02-28,2500.71
2572,2025-03-31,2756.98
2572,2025-04-30,2336.37
2572,2025-05-31,2600.41
2572,2025-06-30,2453.23
2572,2025-07-31,2784.59
2572,2025-08-31,2720.83
2572,2025-09-30,2334.36
2572,2025-10-31,2671.55
2586,2024-10-31,1675.58
2586,2024-11-30,1648.53
2586,2024-12-31,1602.0
2586,2025-01-31,1750.17
2586,2025-02-28,1832.72
2586,2025-03-31,1709.06
2586,2025-04-30,1674.7
2586,2025-05-31,1771.82
2586,2025-06-30,1830.45
2586,2025-07-31,1910.05
2586,2025-08-31,1841.55
2586,2025-09-30,1762.18
2586,2025-10-31,1670.52
2590,2024-10-31,3931.9
2590,2024-11-30,4173.49
2590,2024-12-31,3655.87
2590,2025-01-31,3511.31
2590,2025-02-28,3791.46
2590,2025-03-31,3594.54
2590,2025-04-30,3688.16
2590,2025-05-31,3831.12
2590,2025-06-30,4171.62
2590,2025-07-31,3529.77
2590,2025-08-31,3626.42
2590,2025-09-30,3981.86
2590,2025-10-31,3862.64
2598,2024-10-31,1656.96
2598,2024-11-30,1798.63
2598,2024-12-31,1787.32
2598,2025-01-31,1735.57
2598,2025-02-28,1556.68
2598,2025-03-31,1790.32
2598,2025-04-30,1559.45
2598,2025-05-31,1691.41
2598,2025-06-30,1681.38
2598,2025-07-31,1768.99
2598,2025-08-31,1648.97
2598,2025-09-30,1648.18
2598,2025-10-31,1564.58
2602,2024-10-31,2593.06
2602,2024-11-30,2586.57
2602,2024-12-31,2635.64
2602,2025-01-31,2456.88
2602,2025-02-28,2758.25
2602,2025-03-31,2807.48
2602,2025-04-30,2592.76
2602,2025-05-31,2715.42
2602,2025-06-30,2689.0
2602,2025-07-31,2851.08
2602,2025-08-31,2526.74
2602,2025-09-30,2525.64
2602,2025-10-31,2624.9
2609,2024-10-31,3593.98
2609,2024-11-30,3828.19
2609,2024-12-31,3602.44
2609,2025-01-31,3983.17
2609,2025-02-28,4082.87
2609,2025-03-31,3590.63
2609,2025-04-30,3765.68
2609,2025-05-31,3999.37
2609,2025-06-30,3602.6
2609,2025-07-31,3693.63
2609,2025-08-31,3597.14
2609,2025-09-30,3638.29
2609,2025-10-31,4001.26
2924,2024-10-31,1583.55
2924,2024-11-30,1543.23
2924,2024-12-31,1496.2
2924,2025-01-31,1504.95
2924,2025-02-28,1481.21
2924,2025-03-31,1545.61
2924,2025-04-30,1385.87
2924,2025-05-31,1563.8
2924,2025-06-30,1543.5
2924,2025-07-31,1474.31
2924,2025-08-31,1463.96
2924,2025-09-30,1581.12
2924,2025-10-31,1503.2
2963,2024-10-31,1051.32
2963,2024-11-30,1142.75
2963,2024-12-31,1168.11
2963,2025-01-31,1035.76
2963,2025-02-28,1031.97
2963,2025-03-31,1202.73
2963,2025-04-30,1146.88
2963,2025-05-31,1217.6
2963,2025-06-30,1136.28
2963,2025-07-31,1033.99
2963,2025-08-31,1218.52
2963,2025-09-30,1155.57
2963,2025-10-31,1031.22
2966,2024-10-31,1054.21
2966,2024-11-30,954.45
2966,2024-12-31,1148.23
2966,2025-01-31,1101.47
2966,2025-02-28,1012.66
2966,2025-03-31,1118.39
2966,2025-04-30,1002.65
2966,2025-05-31,988.97
2966,2025-06-30,985.77
2966,2025-07-31,1114.32
2966,2025-08-31,1110.29
2966,2025-09-30,1110.14
2966,2025-10-31,1052.94
2977,2024-10-31,1502.0
2977,2024-11-30,1603.33
2977,2024-12-31,1712.18
2977,2025-01-31,1506.87
2977,2025-02-28,1596.2
2977,2025-03-31,1718.69
2977,2025-04-30,1494.73
2977,2025-05-31,1757.31
2977,2025-06-30,1781.58
2977,2025-07-31,1568.87
2977,2025-08-31,1791.42
2977,2025-09-30,1604.76
2977,2025-10-31,1643.34
2997,2024-10-31,540.06
2997,2024-11-30,533.24
2997,2024-12-31,516.15
2997,2025-01-31,509.5
2997,2025-02-28,525.23
2997,2025-03-31,509.14
2997,2025-04-30,545.15
2997,2025-05-31,452.15
2997,2025-06-30,494.9
2997,2025-07-31,523.32
2997,2025-08-31,514.07
2997,2025-09-30,484.79
2997,2025-10-31,458.54
2999,2024-10-31,1840.65
2999,2024-11-30,1941.06
2999,2024-12-31,1920.19
2999,2025-01-31,2049.95
2999,2025-02-28,2044.79
2999,2025-03-31,1831.74
2999,2025-04-30,1830.34
2999,2025-05-31,2057.57
2999,2025-06-30,1940.72
2999,2025-07-31,1939.31
2999,2025-08-31,1769.28
2999,2025-09-30,2069.68
2999,2025-10-31,1866.29
3012,2024-10-31,4609.98
3012,2024-11-30,4118.35
3012,2024-12-31,4047.05
3012,2025-01-31,4581.44
3012,2025-02-28,3839.47
3012,2025-03-31,4062.79
3012,2025-04-30,4028.79
3012,2025-05-31,4361.59
3012,2025-06-30,4274.21
3012,2025-07-31,4640.6
3012,2025-08-31,4028.44
3012,2025-09-30,4414.7
3012,2025-10-31,3950.81
3035,2024-10-31,1258.89
3035,2024-11-30,1462.74
3035,2024-12-31,1390.63
3035,2025-01-31,1386.47
3035,2025-02-28,1235.2
3035,2025-03-31,1286.41
3035,2025-04-30,1384.63
3035,2025-05-31,1359.09
3035,2025-06-30,1344.63
3035,2025-07-31,1342.65
3035,2025-08-31,1262.04
3035,2025-09-30,1307.38
3035,2025-10-31,1343.26
3042,2024-10-31,1523.9
3042,2024-11-30,1621.43
3042,2024-12-31,1469.84
3042,2025-01-31,1502.69
3042,2025-02-28,1636.84
3042,2025-03-31,1404.15
3042,2025-04-30,1607.79
3042,2025-05-31,1627.58
3042,2025-06-30,1438.39
3042,2025-07-31,1347.88
3042,2025-08-31,1608.83
3042,2025-09-30,1615.01
3042,2025-10-31,1472.95
3228,2024-10-31,974.3
3228,2024-11-30,955.13
3228,2024-12-31,868.6
3228,2025-01-31,921.6
3228,2025-02-28,939.37
3228,2025-03-31,926.96
3228,2025-04-30,951.35
3228,2025-05-31,959.01
3228,2025-06-30,978.79
3228,2025-07-31,942.62
3228,2025-08-31,972.4
3228,2025-09-30,947.43
3228,2025-10-31,920.17
3232,2024-10-31,929.73
3232,2024-11-30,969.36
3232,2024-12-31,981.92
3232,2025-01-31,933.03
3232,2025-02-28,1039.32
3232,2025-03-31,951.86
3232,2025-04-30,1048.0
3232,2025-05-31,1038.05
3232,2025-06-30,923.92
3232,2025-07-31,979.45
3232,2025-08-31,1042.72
3232,2025-09-30,910.02
3232,2025-10-31,1041.31
3314,2024-10-31,2755.3
3314,2024-11-30,2926.3
3314,2024-12-31,2960.15
3314,2025-01-31,2878.27
3314,2025-02-28,2846.37
3314,2025-03-31,3128.5
3314,2025-04-30,2975.31
3314,2025-05-31,3133.1
3314,2025-06-30,3235.38
3314,2025-07-31,2737.95
3314,2025-08-31,2936.01
3314,2025-09-30,2759.5
3314,2025-10-31,3222.07
3326,2024-10-31,1513.58
3326,2024-11-30,1679.85
3326,2024-12-31,1642.28
3326,2025-01-31,1641.11
3326,2025-02-28,1710.99
3326,2025-03-31,1469.74
3326,2025-04-30,1477.25
3326,2025-05-31,1559.29
3326,2025-06-30,1610.37
3326,2025-07-31,1460.27
3326,2025-08-31,1620.98
3326,2025-09-30,1556.74
3326,2025-10-31,1619.6
3333,2024-10-31,1119.96
3333,2024-11-30,982.14
3333,2024-12-31,944.22
3333,2025-01-31,1046.5
3333,2025-02-28,979.02
3333,2025-03-31,1025.4
3333,2025-04-30,955.2
3333,2025-05-31,1036.13
3333,2025-06-30,926.04
3333,2025-07-31,926.71
3333,2025-08-31,1070.21
3333,2025-09-30,990.32
3333,2025-10-31,955.47
3377,2024-10-31,1540.81
3377,2024-11-30,1686.08
3377,2024-12-31,1581.75
3377,2025-01-31,1642.79
3377,2025-02-28,1548.66
3377,2025-03-31,1679.79
3377,2025-04-30,1617.68
3377,2025-05-31,1574.81
3377,2025-06-30,1647.0
3377,2025-07-31,1599.15
3377,2025-08-31,1557.4
3377,2025-09-30,1794.49
3377,2025-10-31,1601.19
3382,2024-10-31,896.47
3382,2024-11-30,954.04
3382,2024-12-31,980.47
3382,2025-01-31,957.67
3382,2025-02-28,889.42
3382,2025-03-31,847.68
3382,2025-04-30,936.62
3382,2025-05-31,949.77
3382,2025-06-30,1020.85
3382,2025-07-31,876.5
3382,2025-08-31,848.19
3382,2025-09-30,987.11
3382,2025-10-31,1022.68
3386,2024-10-31,843.27
3386,2024-11-30,834.98
3386,2024-12-31,921.19
3386,2025-01-31,821.98
3386,2025-02-28,847.4
3386,2025-03-31,861.1
3386,2025-04-30,803.31
3386,2025-05-31,919.69
3386,2025-06-30,939.1
3386,2025-07-31,823.73
3386,2025-08-31,860.95
3386,2025-09-30,815.25
3386,2025-10-31,878.77
3392,2024-10-31,4547.8
3392,2024-11-30,4721.16
3392,2024-12-31,4546.56
3392,2025-01-31,4932.61
3392,2025-02-28,5155.29
3392,2025-03-31,4625.71
3392,2025-04-30,4804.8
3392,2025-05-31,4962.5
3392,2025-06-30,4607.13
3392,2025-07-31,5099.87
3392,2025-08-31,4998.99
3392,2025-09-30,4968.8
3392,2025-10-31,4571.06
3400,2024-10-31,1430.05
3400,2024-11-30,1566.68
3400,2024-12-31,1323.18
3400,2025-01-31,1578.12
3400,2025-02-28,1361.47
3400,2025-03-31,1328.65
3400,2025-04-30,1500.09
3400,2025-05-31,1363.29
3400,2025-06-30,1307.06
3400,2025-07-31,1524.13
3400,2025-08-31,1459.22
3400,2025-09-30,1502.03
3400,2025-10-31,1563.17
3407,2024-10-31,4463.64
3407,2024-11-30,4144.12
3407,2024-12-31,4669.26
3407,2025-01-31,4579.23
3407,2025-02-28,4481.12
3407,2025-03-31,4294.46
3407,2025-04-30,4168.12
3407,2025-05-31,4194.99
3407,2025-06-30,4832.0
3407,2025-07-31,4083.05
3407,2025-08-31,4620.11
3407,2025-09-30,4850.25
3407,2025-10-31,4265.12
3412,2024-10-31,1093.59
3412,2024-11-30,1061.42
3412,2024-12-31,956.47
3412,2025-01-31,1000.14
3412,2025-02-28,1017.19
3412,2025-03-31,1005.14
3412,2025-04-30,924.45
3412,2025-05-31,993.6
3412,2025-06-30,986.31
3412,2025-07-31,1098.1
3412,2025-08-31,941.88
3412,2025-09-30,1048.9
3412,2025-10-31,1067.81
3426,2024-10-31,2517.47
3426,2024-11-30,2161.1
3426,2024-12-31,2233.84
3426,2025-01-31,2405.2
3426,2025-02-28,2072.59
3426,2025-03-31,2249.58
3426,2025-04-30,2284.83
3426,2025-05-31,2390.89
3426,2025-06-30,2146.13
3426,2025-07-31,2507.43
3426,2025-08-31,2270.29
3426,2025-09-30,2498.6
3426,2025-10-31,2253.73
3434,2024-10-31,3686.71
3434,2024-11-30,3525.25
3434,2024-12-31,3731.93
3434,2025-01-31,3838.09
3434,2025-02-28,3308.0
3434,2025-03-31,3368.22
3434,2025-04-30,3232.26
3434,2025-05-31,3597.72
3434,2025-06-30,3403.72
3434,2025-07-31,3720.73
3434,2025-08-31,3188.99
3434,2025-09-30,3665.38
3434,2025-10-31,3723.27
3458,2024-10-31,427.17
3458,2024-11-30,401.21
3458,2024-12-31,462.16
3458,2025-01-31,479.19
3458,2025-02-28,418.9
3458,2025-03-31,406.24
3458,2025-04-30,480.45
3458,2025-05-31,460.72
3458,2025-06-30,470.38
3458,2025-07-31,416.84
3458,2025-08-31,466.02
3458,2025-09-30,484.83
3458,2025-10-31,431.35
3559,2024-10-31,633.77
3559,2024-11-30,634.76
3559,2024-12-31,765.66
3559,2025-01-31,662.89
3559,2025-02-28,632.01
3559,2025-03-31,716.66
3559,2025-04-30,637.72
3559,2025-05-31,763.52
3559,2025-06-30,755.57
3559,2025-07-31,718.56
3559,2025-08-31,692.6
3559,2025-09-30,639.85
3559,2025-10-31,739.14
3580,2024-10-31,1723.31
3580,2024-11-30,1956.61
3580,2024-12-31,1977.75
3580,2025-01-31,1796.86
3580,2025-02-28,1787.95
3580,2025-03-31,1863.88
3580,2025-04-30,1748.12
3580,2025-05-31,1759.39
3580,2025-06-30,1765.9
3580,2025-07-31,1977.33
3580,2025-08-31,1958.2
3580,2025-09-30,1711.07
3580,2025-10-31,1866.23
3652,2024-10-31,449.66
3652,2024-11-30,468.28
3652,2024-12-31,526.33
3652,2025-01-31,458.02
3652,2025-02-28,479.34
3652,2025-03-31,475.47
3652,2025-04-30,514.89
3652,2025-05-31,525.2
3652,2025-06-30,460.13
3652,2025-07-31,498.51
3652,2025-08-31,524.92
3652,2025-09-30,470.26
3652,2025-10-31,497.23
3657,2024-10-31,1781.73
3657,2024-11-30,1625.55
3657,2024-12-31,1645.56
3657,2025-01-31,1469.85
3657,2025-02-28,1773.16
3657,2025-03-31,1633.92
3657,2025-04-30,1509.09
3657,2025-05-31,1484.78
3657,2025-06-30,1574.4
3657,2025-07-31,1656.9
3657,2025-08-31,1782.48
3657,2025-09-30,1757.59
3657,2025-10-31,1525.44
3665,2024-10-31,2192.06
3665,2024-11-30,2040.96
3665,2024-12-31,2156.76
3665,2025-01-31,2099.41
3665,2025-02-28,2119.38
3665,2025-03-31,2217.8
3665,2025-04-30,1919.53
3665,2025-05-31,2069.96
3665,2025-06-30,2037.3
3665,2025-07-31,1868.15
3665,2025-08-31,2101.66
3665,2025-09-30,1929.49
3665,2025-10-31,2226.6
4044,2024-10-31,419.56
4044,2024-11-30,398.22
4044,2024-12-31,380.89
4044,2025-01-31,416.77
4044,2025-02-28,378.78
4044,2025-03-31,408.29
4044,2025-04-30,436.15
4044,2025-05-31,423.74
4044,2025-06-30,359.48
4044,2025-07-31,375.63
4044,2025-08-31,373.73
4044,2025-09-30,413.35
4044,2025-10-31,382.07
4135,2024-10-31,2154.85
4135,2024-11-30,2202.48
4135,2024-12-31,2119.75
4135,2025-01-31,2057.08
4135,2025-02-28,2110.46
4135,2025-03-31,2126.88
4135,2025-04-30,2341.28
4135,2025-05-31,2262.42
4135,2025-06-30,2194.34
4135,2025-07-31,2181.5
4135,2025-08-31,2258.23
4135,2025-09-30,2275.68
4135,2025-10-31,2223.12
4215,2024-10-31,1804.79
4215,2024-11-30,1502.02
4215,2024-12-31,1683.24
4215,2025-01-31,1660.46
4215,2025-02-28,1766.77
4215,2025-03-31,1646.53
4215,2025-04-30,1649.74
4215,2025-05-31,1796.19
4215,2025-06-30,1687.77
4215,2025-07-31,1641.59
4215,2025-08-31,1686.59
4215,2025-09-30,1558.63
4215,2025-10-31,1702.57
4218,2024-10-31,850.04
4218,2024-11-30,827.22
4218,2024-12-31,813.97
4218,2025-01-31,861.86
4218,2025-02-28,814.26
4218,2025-03-31,978.86
4218,2025-04-30,918.0
4218,2025-05-31,934.84
4218,2025-06-30,866.81
4218,2025-07-31,917.67
4218,2025-08-31,978.21
4218,2025-09-30,886.19
4218,2025-10-31,862.97
4451,2024-10-31,2096.01
4451,2024-11-30,2147.1
4451,2024-12-31,1864.01
4451,2025-01-31,1892.42
4451,2025-02-28,1975.17
4451,2025-03-31,1928.1
4451,2025-04-30,1850.43
4451,2025-05-31,2184.71
4451,2025-06-30,2046.27
4451,2025-07-31,1917.52
4451,2025-08-31,2057.01
4451,2025-09-30,1844.62
4451,2025-10-31,1915.41
4502,2024-10-31,1075.0
4502,2024-11-30,1145.21
4502,2024-12-31,1210.06
4502,2025-01-31,1217.03
4502,2025-02-28,1040.18
4502,2025-03-31,1139.22
4502,2025-04-30,1076.73
4502,2025-05-31,1085.86
4502,2025-06-30,1246.44
4502,2025-07-31,1110.72
4502,2025-08-31,1093.46
4502,2025-09-30,1060.85
4502,2025-10-31,1201.53
4504,2024-10-31,524.98
4504,2024-11-30,546.44
4504,2024-12-31,520.49
4504,2025-01-31,515.3
4504,2025-02-28,589.06
4504,2025-03-31,503.55
4504,2025-04-30,577.52
4504,2025-05-31,596.71
4504,2025-06-30,545.57
4504,2025-07-31,600.58
4504,2025-08-31,562.54
4504,2025-09-30,580.53
4504,2025-10-31,544.43
4524,2024-10-31,576.68
4524,2024-11-30,514.73
4524,2024-12-31,542.39
4524,2025-01-31,519.45
4524,2025-02-28,567.53
4524,2025-03-31,610.05
4524,2025-04-30,534.15
4524,2025-05-31,506.2
4524,2025-06-30,532.93
4524,2025-07-31,542.62
4524,2025-08-31,510.2
4524,2025-09-30,582.12
4524,2025-10-31,540.53
4525,2024-10-31,3377.1
4525,2024-11-30,3195.94
4525,2024-12-31,2834.04
4525,2025-01-31,3131.52
4525,2025-02-28,2844.63
4525,2025-03-31,3292.26
4525,2025-04-30,2905.62
4525,2025-05-31,3222.13
4525,2025-06-30,3398.05
4525,2025-07-31,3349.71
4525,2025-08-31,3128.21
4525,2025-09-30,3349.39
4525,2025-10-31,3264.07
4594,2024-10-31,288.3
4594,2024-11-30,300.65
4594,2024-12-31,268.37
4594,2025-01-31,264.42
4594,2025-02-28,284.21
4594,2025-03-31,293.07
4594,2025-04-30,260.09
4594,2025-05-31,291.78
4594,2025-06-30,308.48
4594,2025-07-31,285.0
4594,2025-08-31,302.21
4594,2025-09-30,259.95
4594,2025-10-31,273.12
4904,2024-10-31,844.76
4904,2024-11-30,845.02
4904,2024-12-31,742.1
4904,2025-01-31,832.48
4904,2025-02-28,716.74
4904,2025-03-31,818.49
4904,2025-04-30,775.69
4904,2025-05-31,710.48
4904,2025-06-30,788.01
4904,2025-07-31,758.98
4904,2025-08-31,810.0
4904,2025-09-30,769.33
4904,2025-10-31,787.25
5187,2024-10-31,1133.91
5187,2024-11-30,1023.34
5187,2024-12-31,979.83
5187,2025-01-31,982.35
5187,2025-02-28,1055.41
5187,2025-03-31,1138.79
5187,2025-04-30,982.46
5187,2025-05-31,1023.89
5187,2025-06-30,1177.24
5187,2025-07-31,1066.88
5187,2025-08-31,1050.89
5187,2025-09-30,1068.55
5187,2025-10-31,1034.77
5338,2024-10-31,3643.06
5338,2024-11-30,3267.59
5338,2024-12-31,3540.29
5338,2025-01-31,3523.09
5338,2025-02-28,3377.94
5338,2025-03-31,3602.94
5338,2025-04-30,3313.02
5338,2025-05-31,3444.59
5338,2025-06-30,3164.25
5338,2025-07-31,3471.48
5338,2025-08-31,3186.66
5338,2025-09-30,3510.91
5338,2025-10-31,3750.91
5359,2024-10-31,1546.84
5359,2024-11-30,1494.99
5359,2024-12-31,1495.34
5359,2025-01-31,1501.11
5359,2025-02-28,1455.5
5359,2025-03-31,1665.09
5359,2025-04-30,1629.75
5359,2025-05-31,1486.2
5359,2025-06-30,1416.21
5359,2025-07-31,1434.61
5359,2025-08-31,1374.58
5359,2025-09-30,1455.12
5359,2025-10-31,1576.58
5360,2024-10-31,649.13
5360,2024-11-30,685.53
5360,2024-12-31,660.04
5360,2025-01-31,701.6
5360,2025-02-28,725.28
5360,2025-03-31,632.14
5360,2025-04-30,737.0
5360,2025-05-31,656.18
5360,2025-06-30,624.34
5360,2025-07-31,736.11
5360,2025-08-31,730.47
5360,2025-09-30,740.22
5360,2025-10-31,614.16
5365,2024-10-31,2544.21
5365,2024-11-30,2138.1
5365,2024-12-31,2273.99
5365,2025-01-31,2397.08
5365,2025-02-28,2261.56
5365,2025-03-31,2210.14
5365,2025-04-30,2334.23
5365,2025-05-31,2580.06
5365,2025-06-30,2428.28
5365,2025-07-31,2447.22
5365,2025-08-31,2454.9
5365,2025-09-30,2142.11
5365,2025-10-31,2137.7
5377,2024-10-31,2719.29
5377,2024-11-30,2859.5
5377,2024-12-31,2723.03
5377,2025-01-31,2710.3
5377,2025-02-28,2928.27
5377,2025-03-31,2699.17
5377,2025-04-30,2758.58
5377,2025-05-31,2933.29
5377,2025-06-30,3028.46
5377,2025-07-31,3167.91
5377,2025-08-31,3202.69
5377,2025-09-30,2720.25
5377,2025-10-31,3096.12
5380,2024-10-31,3150.95
5380,2024-11-30,3468.97
5380,2024-12-31,3270.46
5380,2025-01-31,3511.56
5380,2025-02-28,3393.65
5380,2025-03-31,3170.34
5380,2025-04-30,3504.44
5380,2025-05-31,3276.27
5380,2025-06-30,3351.98
5380,2025-07-31,3128.55
5380,2025-08-31,3527.0
5380,2025-09-30,3023.01
5380,2025-10-31,3588.64
5381,2024-10-31,1813.45
5381,2024-11-30,1903.3
5381,2024-12-31,2069.78
5381,2025-01-31,2122.19
5381,2025-02-28,1998.99
